"ESST_ID","V_ADOSZAM_TORZSSZAM_DEP","X_BRUTTO_HUF","KATEGORIA"
70596,3462,151682,"konyvel"
45718,3462,3279,"egyeb"
72058,3462,3155,"egyeb"
73566,3462,3131,"egyeb"
25993,3462,3170,"egyeb"
18942,3462,3076,"egyeb"
53315,3462,3215,"egyeb"
92456,3462,142358,"konyvel"
81657,3462,125433,"konyvel"
92456,3462,149564,"konyvel"
75821,3462,3117,"egyeb"
87725,3462,3137,"egyeb"
68745,3462,3136,"egyeb"
49736,3462,130204,"konyvel"
58341,3462,126387,"konyvel"
99433,3462,3158,"egyeb"
39124,3462,2567,"egyeb"
66876,3462,3185,"egyeb"
20151,3462,2042,"egyeb"
65664,3462,130306,"konyvel"
44259,3462,3322,"egyeb"
49736,3462,128361,"konyvel"
16144,3462,3128,"egyeb"
98285,3462,130155,"konyvel"
10599,3462,123832,"konyvel"
10599,3462,126183,"konyvel"
98285,3462,121148,"konyvel"
87735,3462,3066,"egyeb"
45119,3462,150885,"konyvel"
34114,3462,150223,"konyvel"
34114,3462,150223,"konyvel"
44051,3462,124396,"konyvel"
40734,3462,122251,"konyvel"
92456,3462,149564,"konyvel"
44051,3462,124396,"konyvel"
45865,3462,133047,"konyvel"
92800,3462,129890,"konyvel"
26494,3462,132896,"konyvel"
85241,3462,2621,"egyeb"
73028,3462,3165,"egyeb"
49736,3462,120720,"konyvel"
98285,3462,130155,"konyvel"
32748,3462,3009,"egyeb"
45119,3462,142253,"konyvel"
56610,3462,3283,"egyeb"
10302,3462,147038,"konyvel"
65664,3462,130561,"konyvel"
92979,3462,129433,"konyvel"
53340,3462,3120,"egyeb"
58341,3462,123255,"konyvel"
10664,3462,124602,"konyvel"
34114,3462,140174,"konyvel"
98285,3462,130155,"konyvel"
66604,3462,142851,"konyvel"
12663,3462,3272,"egyeb"
96649,3462,3021,"egyeb"
10664,3462,128113,"konyvel"
98467,3462,2451,"egyeb"
45119,3462,142253,"konyvel"
10664,3462,128113,"konyvel"
89971,3462,3156,"egyeb"
65664,3462,123602,"konyvel"
11313,3462,121743,"konyvel"
45865,3462,131720,"konyvel"
98285,3462,124888,"konyvel"
23759,3462,3152,"egyeb"
47881,3462,3203,"egyeb"
98285,3462,121148,"konyvel"
63653,3462,3189,"egyeb"
92979,3462,121208,"konyvel"
38335,3462,129207,"konyvel"
92979,3462,121208,"konyvel"
38817,3462,121749,"konyvel"
65664,3462,130306,"konyvel"
35091,3462,126591,"konyvel"
45865,3462,131720,"konyvel"
16289,3462,125245,"konyvel"
51983,3462,123081,"konyvel"
51983,3462,123081,"konyvel"
92800,3462,133182,"konyvel"
66604,3462,142851,"konyvel"
58341,3462,129209,"konyvel"
34114,3462,142544,"konyvel"
92979,3462,125622,"konyvel"
38817,3462,132364,"konyvel"
71392,3462,3158,"egyeb"
26494,3462,122690,"konyvel"
92800,3462,127538,"konyvel"
35091,3462,132007,"konyvel"
38360,3462,3231,"egyeb"
34114,3462,150223,"konyvel"
38335,3462,122665,"konyvel"
34114,3462,142544,"konyvel"
98285,3462,124888,"konyvel"
66604,3462,145608,"konyvel"
45119,3462,150597,"konyvel"
45865,3462,122426,"konyvel"
38817,3462,123787,"konyvel"
38817,3462,123787,"konyvel"
91648,3462,3084,"egyeb"
36499,3462,3261,"egyeb"
65664,3462,123602,"konyvel"
35091,3462,126591,"konyvel"
65664,3462,123602,"konyvel"
20025,3462,3314,"egyeb"
66604,3462,141640,"konyvel"
84103,3462,3056,"egyeb"
10302,3462,141231,"konyvel"
58341,3462,129209,"konyvel"
98285,3462,121148,"konyvel"
70499,3462,124073,"konyvel"
66604,3462,141640,"konyvel"
91595,3462,11086,"egyeb"
65664,3462,130561,"konyvel"
68191,3462,128449,"konyvel"
35270,3462,122907,"konyvel"
94965,3462,123323,"konyvel"
70499,3462,124954,"konyvel"
38817,3462,121749,"konyvel"
38817,3462,132364,"konyvel"
90082,3462,148129,"konyvel"
64185,3462,145579,"konyvel"
80578,3462,3284,"egyeb"
16289,3462,130110,"konyvel"
51983,3462,127682,"konyvel"
66604,3462,145608,"konyvel"
40734,3462,122251,"konyvel"
65664,3462,130561,"konyvel"
94965,3462,121584,"konyvel"
49736,3462,130204,"konyvel"
68191,3462,131830,"konyvel"
38335,3462,132640,"konyvel"
10664,3462,124602,"konyvel"
16289,3462,130110,"konyvel"
10302,3462,147038,"konyvel"
64185,3462,143071,"konyvel"
40734,3462,127022,"konyvel"
51983,3462,126519,"konyvel"
44051,3462,125157,"konyvel"
90082,3462,148832,"konyvel"
35091,3462,126591,"konyvel"
66604,3462,145608,"konyvel"
68191,3462,131830,"konyvel"
40734,3462,124505,"konyvel"
92800,3462,129890,"konyvel"
66604,3462,141640,"konyvel"
64185,3462,143071,"konyvel"
51983,3462,127682,"konyvel"
58341,3462,123255,"konyvel"
58341,3462,129209,"konyvel"
68386,3462,148152,"konyvel"
64185,3462,139021,"konyvel"
92456,3462,149564,"konyvel"
87096,3462,123945,"konyvel"
35091,3462,132007,"konyvel"
87096,3462,126294,"konyvel"
16289,3462,125245,"konyvel"
68191,3462,124177,"konyvel"
40734,3462,127022,"konyvel"
40734,3462,122251,"konyvel"
64185,3462,145579,"konyvel"
70499,3462,124954,"konyvel"
26494,3462,132896,"konyvel"
38534,3462,3253,"egyeb"
68386,3462,141921,"konyvel"
92456,3462,144236,"konyvel"
92456,3462,142358,"konyvel"
64185,3462,143071,"konyvel"
83654,3462,127306,"konyvel"
45865,3462,122426,"konyvel"
70499,3462,129603,"konyvel"
96408,3462,3083,"egyeb"
66604,3462,142851,"konyvel"
70499,3462,129603,"konyvel"
68191,3462,131830,"konyvel"
44360,3462,3092,"egyeb"
83654,3462,130373,"konyvel"
68386,3462,141921,"konyvel"
64185,3462,145579,"konyvel"
89188,3462,3262,"egyeb"
44051,3462,124396,"konyvel"
70499,3462,129603,"konyvel"
58341,3462,126387,"konyvel"
94965,3462,130342,"konyvel"
92800,3462,127538,"konyvel"
92800,3462,133182,"konyvel"
65664,3462,130306,"konyvel"
51983,3462,126519,"konyvel"
68191,3462,128449,"konyvel"
68386,3462,141921,"konyvel"
68386,3462,149342,"konyvel"
92340,3462,127168,"konyvel"
86811,3462,2471,"egyeb"
25718,3462,3134,"egyeb"
72539,3462,3139,"egyeb"
90082,3462,139716,"konyvel"
38817,3462,123787,"konyvel"
83654,3462,127306,"konyvel"
94965,3462,123323,"konyvel"
87096,3462,126294,"konyvel"
40734,3462,124505,"konyvel"
70499,3462,124073,"konyvel"
16289,3462,127477,"konyvel"
68191,3462,124177,"konyvel"
68386,3462,148152,"konyvel"
68386,3462,148152,"konyvel"
28143,3462,3244,"egyeb"
92456,3462,142358,"konyvel"
92340,3462,127168,"konyvel"
80082,3462,3086,"egyeb"
42565,3462,3203,"egyeb"
45865,3462,131720,"konyvel"
11313,3462,126255,"konyvel"
11313,3462,127984,"konyvel"
83654,3462,122552,"konyvel"
87096,3462,123945,"konyvel"
16289,3462,127477,"konyvel"
68191,3462,124177,"konyvel"
85982,3462,3120,"egyeb"
90082,3462,139716,"konyvel"
38335,3462,132640,"konyvel"
40734,3462,127022,"konyvel"
11313,3462,126255,"konyvel"
99038,3462,3179,"egyeb"
92340,3462,123678,"konyvel"
83654,3462,127306,"konyvel"
94965,3462,123323,"konyvel"
18707,3462,3234,"egyeb"
87096,3462,131674,"konyvel"
13712,3462,3029,"egyeb"
38335,3462,129207,"konyvel"
16289,3462,130110,"konyvel"
87096,3462,131674,"konyvel"
61420,3462,3047,"egyeb"
38335,3462,122665,"konyvel"
38335,3462,129207,"konyvel"
68191,3462,128449,"konyvel"
11313,3462,127984,"konyvel"
11313,3462,121743,"konyvel"
92340,3462,123678,"konyvel"
38335,3462,122665,"konyvel"
83654,3462,130373,"konyvel"
87096,3462,131674,"konyvel"
91515,3462,1055,"egyeb"
64185,3462,139021,"konyvel"
70499,3462,124954,"konyvel"
94965,3462,130342,"konyvel"
16289,3462,127477,"konyvel"
81208,3462,133038,"konyvel"
83654,3462,122552,"konyvel"
92340,3462,125316,"konyvel"
70499,3462,124073,"konyvel"
68386,3462,149342,"konyvel"
38335,3462,132640,"konyvel"
62906,3462,3129,"egyeb"
92340,3462,125316,"konyvel"
92340,3462,125316,"konyvel"
16289,3462,125245,"konyvel"
10664,3462,130014,"konyvel"
90082,3462,148129,"konyvel"
94965,3462,121584,"konyvel"
68386,3462,149342,"konyvel"
90082,3462,148129,"konyvel"
87096,3462,126294,"konyvel"
83654,3462,130373,"konyvel"
83654,3462,122552,"konyvel"
14461,3462,3179,"egyeb"
92340,3462,127168,"konyvel"
90082,3462,148832,"konyvel"
91719,3462,2102,"egyeb"
10664,3462,124602,"konyvel"
90082,3462,148832,"konyvel"
87096,3462,123945,"konyvel"
90082,3462,139716,"konyvel"
80957,3510,21316,"szek"
59276,3510,21335,"szek"
74186,3510,18581,"szek"
56764,3510,18794,"szek"
95791,3510,17784,"szek"
98535,3510,22068,"szek"
58055,3510,18002,"szek"
36448,3510,21356,"szek"
76026,3510,17845,"szek"
94655,3510,17572,"szek"
35725,3510,22347,"szek"
78489,9717,15326,"konyvel"
56876,9717,16529,"konyvel"
49786,9717,22606,"konyvel"
69129,9717,79020,"konyvel"
74607,9717,10195,"konyvel"
90080,9717,15170,"konyvel"
56876,9717,15680,"konyvel"
57912,9717,18411,"konyvel"
11950,9717,85348,"konyvel"
70724,9717,15085,"konyvel"
45145,9717,78774,"konyvel"
74600,9717,19098,"konyvel"
22523,9717,16395,"konyvel"
76741,9717,1844,"egyeb"
57054,9717,25611,"konyvel"
77493,9717,1963,"egyeb"
53194,9717,24150,"konyvel"
49786,9717,22188,"konyvel"
74600,9717,19303,"konyvel"
90080,9717,15170,"konyvel"
32215,9717,15794,"konyvel"
17004,9717,26161,"konyvel"
93348,9717,25601,"konyvel"
50924,9717,5049,"konyvel"
83456,9717,19196,"konyvel"
57912,9717,18411,"konyvel"
70724,9717,15085,"konyvel"
57912,9717,19218,"konyvel"
70724,9717,16034,"konyvel"
25160,9717,1861,"egyeb"
67299,9717,10275,"konyvel"
25515,9717,76692,"konyvel"
30855,9717,15334,"konyvel"
99627,9717,1841,"egyeb"
78080,9717,15191,"konyvel"
78080,9717,16101,"konyvel"
57912,9717,19218,"konyvel"
83456,9717,19196,"konyvel"
74600,9717,19303,"konyvel"
50924,9717,4981,"konyvel"
50924,9717,5049,"konyvel"
83456,9717,18334,"konyvel"
94758,9717,77012,"konyvel"
74607,9717,10195,"konyvel"
94821,9717,1836,"egyeb"
74107,9717,1958,"egyeb"
50924,9717,4981,"konyvel"
78489,9717,15629,"konyvel"
89439,9717,85936,"konyvel"
60631,9717,238132,"konyvel"
17193,9717,1929,"egyeb"
72308,9717,1858,"egyeb"
50602,9717,25332,"konyvel"
51717,9717,1849,"egyeb"
46060,9717,1897,"egyeb"
56876,9717,15680,"konyvel"
19314,9717,24262,"konyvel"
85984,9717,1989,"egyeb"
78489,9717,15629,"konyvel"
83456,9717,18334,"konyvel"
32902,9717,18178,"konyvel"
13161,9717,1979,"egyeb"
24314,9717,26636,"konyvel"
64909,9717,15320,"konyvel"
64909,9717,15668,"konyvel"
97508,9717,119219,"konyvel"
32911,9717,1975,"egyeb"
17388,9717,73079,"konyvel"
25282,9717,1921,"egyeb"
74607,9717,10585,"konyvel"
82943,9717,26230,"konyvel"
32902,9717,18547,"konyvel"
12531,9717,85715,"konyvel"
67299,9717,10275,"konyvel"
63089,9717,1862,"egyeb"
57666,9717,4882,"konyvel"
49498,9717,26555,"konyvel"
55798,9717,1969,"egyeb"
56876,9717,16529,"konyvel"
70724,9717,16034,"konyvel"
78489,9717,15326,"konyvel"
67299,9717,10553,"konyvel"
78080,9717,16101,"konyvel"
97937,9717,16398,"konyvel"
12114,9717,85441,"konyvel"
14095,9717,25587,"konyvel"
86060,9717,15323,"konyvel"
90080,9717,16327,"konyvel"
57666,9717,5313,"konyvel"
15906,9717,1830,"egyeb"
95054,9717,75819,"konyvel"
45789,9717,82736,"konyvel"
97508,9717,115603,"konyvel"
22991,9717,16203,"konyvel"
58019,9717,1922,"egyeb"
50179,9717,1858,"egyeb"
49252,9717,1921,"egyeb"
86060,9717,15628,"konyvel"
74607,9717,10585,"konyvel"
40925,9717,79868,"konyvel"
32215,9717,15794,"konyvel"
32215,9717,15810,"konyvel"
57666,9717,4882,"konyvel"
70425,9717,15121,"konyvel"
86267,9717,83706,"konyvel"
74600,9717,19098,"konyvel"
97937,9717,15210,"konyvel"
78080,9717,15191,"konyvel"
97937,9717,16398,"konyvel"
97937,9717,15210,"konyvel"
80627,9717,75833,"konyvel"
80667,9717,25578,"konyvel"
27273,9717,363833,"konyvel"
32215,9717,15810,"konyvel"
64282,9717,79318,"konyvel"
70425,9717,15441,"konyvel"
57666,9717,5313,"konyvel"
32902,9717,18547,"konyvel"
58756,9717,1971,"egyeb"
42435,9717,78955,"konyvel"
67299,9717,10553,"konyvel"
86060,9717,15323,"konyvel"
21625,9717,26250,"konyvel"
77325,9717,77442,"konyvel"
70425,9717,15121,"konyvel"
72486,9717,26531,"konyvel"
70425,9717,15441,"konyvel"
32585,9717,416429,"alt_szoft"
86060,9717,15628,"konyvel"
90080,9717,16327,"konyvel"
97508,9717,115603,"konyvel"
88522,9717,15398,"konyvel"
97508,9717,120898,"konyvel"
22991,9717,16561,"konyvel"
76046,9717,74006,"konyvel"
67780,9717,1907,"egyeb"
19675,9717,16424,"konyvel"
49786,9717,22188,"konyvel"
79084,9717,218596,"konyvel"
98987,9717,1938,"egyeb"
88522,9717,15694,"konyvel"
85748,9717,25055,"konyvel"
69316,9717,1930,"egyeb"
54189,9717,83743,"konyvel"
61384,9717,25257,"konyvel"
77334,9717,1876,"egyeb"
88522,9717,15398,"konyvel"
45501,9717,24526,"konyvel"
52831,9717,84692,"konyvel"
19675,9717,16034,"konyvel"
17876,9717,15777,"konyvel"
99451,9717,26539,"konyvel"
32902,9717,18178,"konyvel"
95663,9717,1865,"egyeb"
97508,9717,119219,"konyvel"
97508,9717,119219,"konyvel"
22991,9717,16561,"konyvel"
78305,9717,2000,"egyeb"
30855,9717,15334,"konyvel"
88522,9717,15694,"konyvel"
94111,9717,1829,"egyeb"
22991,9717,16203,"konyvel"
32646,9717,1929,"egyeb"
58787,9717,86030,"konyvel"
30855,9717,16367,"konyvel"
64909,9717,15668,"konyvel"
17876,9717,15919,"konyvel"
32867,9717,1906,"egyeb"
97508,9717,120898,"konyvel"
97508,9717,115603,"konyvel"
17876,9717,15919,"konyvel"
10927,9717,1891,"egyeb"
19675,9717,16034,"konyvel"
42867,9717,15414,"konyvel"
22523,9717,15859,"konyvel"
30855,9717,16367,"konyvel"
84617,9717,16057,"konyvel"
22523,9717,15859,"konyvel"
60522,9717,26392,"konyvel"
64909,9717,15320,"konyvel"
42867,9717,15624,"konyvel"
28947,9717,24193,"konyvel"
19675,9717,16424,"konyvel"
42867,9717,15624,"konyvel"
17876,9717,15777,"konyvel"
42867,9717,15414,"konyvel"
33471,9717,26161,"konyvel"
34494,9717,73962,"konyvel"
82764,9717,26074,"konyvel"
97508,9717,120898,"konyvel"
84617,9717,16057,"konyvel"
29120,9717,24466,"konyvel"
95966,9717,1810,"egyeb"
77869,9717,1959,"egyeb"
22523,9717,16395,"konyvel"
84617,9717,15142,"konyvel"
13650,9717,1926,"egyeb"
84617,9717,15142,"konyvel"
49786,9717,22606,"konyvel"
70646,3985,10472,"n_szoft"
46709,3985,2061,"n_szoft"
29153,3985,75163,"konyvel"
29153,3985,74984,"konyvel"
66494,3985,4775,"n_szoft"
29153,3985,75163,"konyvel"
20028,3985,12301,"konyvel"
20028,3985,12301,"konyvel"
66091,3985,88995,"konyvel"
29153,3985,74984,"konyvel"
45507,3985,94180,"konyvel"
41161,3985,49705,"konyvel"
76536,3985,99216,"konyvel"
45507,3985,92976,"konyvel"
61115,3985,25673,"n_szoft"
20028,3985,12303,"konyvel"
45507,3985,92976,"konyvel"
95142,3985,90418,"konyvel"
95142,3985,86460,"konyvel"
35958,3985,9884,"n_szoft"
66091,3985,86614,"konyvel"
45507,3985,94180,"konyvel"
20028,3985,12303,"konyvel"
41161,3985,49705,"konyvel"
41161,3985,45665,"konyvel"
95142,3985,86460,"konyvel"
76536,3985,99216,"konyvel"
41161,3985,45665,"konyvel"
29631,3985,166,"n_szoft"
76536,3985,97872,"konyvel"
76536,3985,97872,"konyvel"
12693,3985,18814,"n_szoft"
95142,3985,90418,"konyvel"
66091,3985,88995,"konyvel"
66091,3985,86614,"konyvel"
91950,2841,15334,"konyvel"
69178,2841,18813,"egyeb"
70407,2841,14830,"konyvel"
37730,2841,14609,"konyvel"
85233,2841,14866,"konyvel"
85438,2841,15668,"konyvel"
38309,2841,3536,"n_szoft"
68355,2841,14950,"konyvel"
85581,2841,15281,"konyvel"
24462,2841,14515,"konyvel"
64790,2841,14838,"konyvel"
17351,2841,14974,"konyvel"
75187,2841,14562,"konyvel"
22504,2841,15721,"egyeb"
12083,2841,3748,"egyeb"
21387,2841,15303,"konyvel"
91840,2841,15267,"konyvel"
11860,2841,14252,"konyvel"
16645,2841,14493,"konyvel"
93250,2841,19003,"konyvel"
82288,2841,4391,"n_szoft"
69882,2841,15319,"konyvel"
33230,2841,14371,"konyvel"
63888,2841,15367,"konyvel"
80789,2841,14689,"konyvel"
67863,2841,14855,"konyvel"
46069,2841,14809,"konyvel"
16637,2841,15644,"konyvel"
49934,2841,14457,"konyvel"
28855,2841,15610,"konyvel"
59975,2841,16603,"egyeb"
13602,2841,19335,"konyvel"
83410,2841,14850,"konyvel"
46865,2841,14911,"konyvel"
61811,2841,14708,"konyvel"
34080,2841,15431,"konyvel"
88918,2841,14960,"konyvel"
21161,2841,15155,"konyvel"
19984,2841,14272,"konyvel"
18812,2841,3770,"n_szoft"
45649,4370,19496,"alt_szoft"
45649,4370,19496,"alt_szoft"
13161,4370,13307,"alt_szoft"
45649,4370,19569,"alt_szoft"
86196,4370,42818,"konyvel"
45649,4370,19569,"alt_szoft"
45649,4370,18506,"alt_szoft"
13161,4370,13110,"n_szoft"
45649,4370,18506,"alt_szoft"
13161,4370,13307,"n_szoft"
13161,4370,13110,"alt_szoft"
29015,4370,25191,"n_szoft"
45649,4370,18506,"n_szoft"
97999,4370,554805,"konyvel"
45649,4370,19496,"n_szoft"
13161,4370,13110,"alt_szoft"
66022,4370,552011,"konyvel"
13161,4370,13367,"alt_szoft"
28563,4370,554783,"konyvel"
45649,4370,19569,"n_szoft"
13161,4370,13367,"n_szoft"
13161,4370,13367,"alt_szoft"
13161,4370,13307,"alt_szoft"
80457,5760,8979,"konyvel"
32167,5760,32177,"konyvel"
62271,5760,54379,"konyvel"
65684,5760,45523,"konyvel"
17736,5760,115724,"konyvel"
69834,5760,25850,"konyvel"
53931,5760,26499,"konyvel"
56481,7745,3715,"egyeb"
88335,7745,24234,"n_szoft"
39033,7745,19103,"egyeb"
28506,7745,10076,"egyeb"
77200,7745,6277,"egyeb"
63150,7745,18590,"egyeb"
76793,7745,25872,"n_szoft"
38968,7745,30816,"n_szoft"
85605,7745,21954,"egyeb"
80849,3756,338889,"konyvel"
33012,3756,71696,"n_szoft"
93904,3756,341173,"konyvel"
25825,3756,333805,"konyvel"
72307,3756,81815,"n_szoft"
16197,3756,56987,"n_szoft"
59185,3756,329550,"konyvel"
65021,6106,11499,"konyvel"
67178,6106,15271,"konyvel"
11143,6106,15393,"konyvel"
78115,6106,1835,"egyeb"
51415,6106,9555,"konyvel"
15941,6106,1936,"egyeb"
30260,6106,12319,"konyvel"
35926,6106,14564,"konyvel"
56316,6106,1955,"egyeb"
55493,6106,1853,"egyeb"
17940,6106,11930,"konyvel"
95344,6106,1826,"egyeb"
75461,6106,1874,"egyeb"
68484,6106,11548,"konyvel"
35756,6106,1885,"egyeb"
47333,6106,1960,"egyeb"
14305,6106,1832,"egyeb"
11686,6106,1954,"egyeb"
96621,6106,1995,"egyeb"
99819,6106,1888,"egyeb"
63179,6106,1834,"egyeb"
78361,6106,10386,"konyvel"
45112,6106,15475,"konyvel"
69643,6106,14420,"konyvel"
41493,6106,14430,"konyvel"
64379,6106,1850,"egyeb"
62823,6106,10405,"konyvel"
74920,6106,9812,"konyvel"
49951,6106,15297,"konyvel"
56428,6106,1859,"egyeb"
99932,6106,9683,"konyvel"
44638,6106,15349,"konyvel"
69612,6106,14968,"konyvel"
70084,6106,11763,"konyvel"
78986,6106,1859,"egyeb"
13339,6106,1819,"egyeb"
91860,6106,1971,"egyeb"
86210,6106,1967,"egyeb"
98316,6106,1848,"egyeb"
42337,6106,1824,"egyeb"
74546,6106,1909,"egyeb"
91553,6106,15070,"konyvel"
18748,6106,14263,"konyvel"
18016,6106,1932,"egyeb"
77118,6106,10479,"konyvel"
44685,6106,1979,"egyeb"
28751,6106,1974,"egyeb"
59402,6106,15062,"konyvel"
59560,6106,1948,"egyeb"
74082,6106,1881,"egyeb"
21761,6106,1863,"egyeb"
77478,6106,11804,"konyvel"
34484,6106,1978,"egyeb"
89841,6106,9873,"konyvel"
49829,6106,14843,"konyvel"
96243,6106,15347,"konyvel"
52105,6106,1994,"egyeb"
24335,6106,10125,"konyvel"
27855,6106,9719,"konyvel"
96777,6106,14420,"konyvel"
67677,6106,10188,"konyvel"
79239,6106,1989,"egyeb"
64255,6106,1840,"egyeb"
10105,6106,1898,"egyeb"
48485,6106,9567,"konyvel"
92020,6106,10483,"konyvel"
94037,6106,14563,"konyvel"
83777,6106,1903,"egyeb"
17079,3887,12368,"konyvel"
34146,3887,12166,"konyvel"
24880,3887,12662,"konyvel"
77954,3887,12714,"konyvel"
93053,3887,12071,"konyvel"
83539,3887,12707,"konyvel"
25313,3887,13324,"konyvel"
77662,3887,12089,"konyvel"
71867,3887,13141,"konyvel"
21394,3887,12289,"konyvel"
17706,3887,12804,"konyvel"
28829,3887,13333,"konyvel"
43176,3887,13145,"konyvel"
17631,3887,12677,"konyvel"
66091,3887,13003,"konyvel"
56746,3887,13117,"konyvel"
69210,3887,12601,"konyvel"
76012,3887,12517,"konyvel"
56359,3887,12704,"konyvel"
20659,3887,12726,"konyvel"
79014,3887,12438,"konyvel"
69435,3887,12134,"konyvel"
82237,3887,12918,"konyvel"
68515,3887,12822,"konyvel"
46357,3887,13257,"konyvel"
86518,7169,4215,"konyvel"
84207,7169,7318,"konyvel"
94091,7169,4158,"konyvel"
35314,7169,38653,"konyvel"
58443,7169,19125,"konyvel"
11813,7169,2110,"konyvel"
73665,7169,1942,"konyvel"
86518,7169,3970,"konyvel"
63334,7169,1868,"konyvel"
93298,7169,1870,"konyvel"
94091,7169,4184,"konyvel"
11813,7169,2110,"konyvel"
23911,7169,15291,"konyvel"
59883,7169,7769,"konyvel"
81510,7169,18449,"konyvel"
30055,7169,2064,"konyvel"
58443,7169,19256,"konyvel"
34447,7169,15423,"konyvel"
30055,7169,2092,"konyvel"
65098,7169,9688,"konyvel"
34447,7169,15639,"konyvel"
73665,7169,2016,"konyvel"
26116,7169,18477,"konyvel"
32379,7169,10561,"konyvel"
14836,7169,4126,"konyvel"
21829,7169,20992,"egyeb"
34249,7169,23493,"konyvel"
62169,7169,1299,"konyvel"
14836,7169,3993,"konyvel"
30055,7169,2092,"konyvel"
73665,7169,1942,"konyvel"
10199,7169,37123,"konyvel"
98312,7169,37267,"konyvel"
58807,7169,18634,"konyvel"
90623,7169,7965,"konyvel"
32379,7169,10561,"konyvel"
57706,7169,2537,"konyvel"
59883,7169,7338,"konyvel"
35562,7169,2548,"konyvel"
33689,7169,604,"konyvel"
86518,7169,4215,"konyvel"
34447,7169,15423,"konyvel"
34447,7169,15639,"konyvel"
94091,7169,4158,"konyvel"
23911,7169,15291,"konyvel"
23911,7169,15197,"konyvel"
65098,7169,9688,"konyvel"
99739,7169,482,"egyeb"
95753,7169,3974,"konyvel"
